study_id,id,title,year,overall,peer_reviewed,code_available,n_seeds_value,task_primary,benchmark_family,arch_family,model_scale_category,train_regime_sigma,baseline_regime,id_acc_mean,ood_acc_mean,id_acc_sd,ood_acc_sd,id_ood_gap,lor,cohens_d,gap_se,outlier,interventional,schema_coherence_measured,repr_analysis,relevance_sigma_trap,relevance_alignment,S0,S1_not_high,S2_low_only,S3_peer_reviewed,S4_code,S5_seeds_ge3
S062,P02_0595,Exploring Compositional Generalization (in COGS/ReCOGS_pos) by Transformers using Restricted Access Sequence Processing (RASP),2025,HIGH,FALSE,,10,COGS,COGS,transformer,unspecified,not_applicable,,,0.13,,0.156,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,True
S063,P02_0596,SLOG: A Structural Generalization Benchmark for Semantic Parsing,2023,HIGH,FALSE,FALSE,,custom,custom,transformer,unspecified,not_applicable,,,0.406,,0.01,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,False
S064,P02_0597,Grounded Graph Decoding Improves Compositional Generalization in Question Answering,2021,HIGH,FALSE,TRUE,,CFQ,CFQ,transformer,small,not_applicable,standard_Adam,,0.986,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,True,False
S065,P02_0598,Towards Understanding the Relationship between In-context Learning and Compositional Generalization,2024,HIGH,FALSE,FALSE,2,SCAN,SCAN,transformer,unspecified,not_applicable,other,,0.712,,0.07,,,,,False,False,FALSE,none,5,1,True,False,False,False,False,False
S066,P02_0599,Compositional Generalization in Semantic Parsing: Pre-training vs. Specialized Architectures,2020,HIGH,FALSE,FALSE,,CFQ,CFQ,transformer,xl,not_applicable,,,0.421,,,,,,,False,False,FALSE,none,5,2,True,False,False,False,False,False
S067,P02_0600,Learning to Substitute Components for Compositional Generalization,2025,HIGH,FALSE,FALSE,,SCAN,SCAN,rnn_family,small,not_applicable,,,0.802,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,False
S068,P02_0601,Span-based Semantic Parsing for Compositional Generalization,2020,HIGH,FALSE,FALSE,,GeoQuery,GeoQuery,other,unspecified,not_applicable,,,0.889,,,,,,,False,False,FALSE,other,5,1,True,False,False,False,False,False
S069,P02_0602,Harnessing Dataset Cartography for Improved Compositional Generalization in Transformers,2023,HIGH,FALSE,TRUE,,CFQ,CFQ,transformer,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,False,True,False
S070,P02_0603,Learning to Substitute Spans towards Improving Compositional Generalization,2023,HIGH,FALSE,FALSE,5,SCAN,SCAN,rnn_family,small,not_applicable,,0.824,0.923,,0.002,-0.099,-0.6535380424648999,,0.20789179878003847,False,False,FALSE,none,4,1,True,False,False,False,False,True
S071,P02_0604,On the Compositional Generalization Gap of In-Context Learning,2022,HIGH,FALSE,FALSE,5,CFQ,CFQ,transformer,unspecified,not_applicable,,,0.16,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,True
S072,P02_0605,Representational Homomorphism Predicts and Improves Compositional Generalization In Transformer Language Model,2026,UNCLEAR,FALSE,TRUE,5,SCAN,SCAN,transformer,small,not_applicable,,,0.47,,,,,,,False,False,TRUE,other,5,2,True,True,False,False,True,True
