id,title,year,doi,arxiv_id,url,decision,status,attempts,pdf_path
P02_0924,COVR: A test-bed for Visually Grounded Compositional Generalization with real images,2021,,2109.10613v1,http://arxiv.org/abs/2109.10613v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0924_Bogin_2021.pdf
P02_0927,ClassicLogic: A Knowledge-Driven Benchmark of Classic Puzzle Games for Evaluating Compositional Generalization,2026,,2607.05185v1,http://arxiv.org/abs/2607.05185v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0927_Shahid_2026.pdf
P02_0928,HICO-DET-SG and V-COCO-SG: New Data Splits for Evaluating the Systematic Generalization Performance of Human-Object Interaction Detection Models,2023,,2305.09948v5,http://arxiv.org/abs/2305.09948v5,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0928_Takemoto_2023.pdf
P02_0929,"InternVLA-A1.5: Unifying Understanding, Latent Foresight, and Action for Compositional Generalization",2026,,2607.04988v1,http://arxiv.org/abs/2607.04988v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0929_Ma_2026.pdf
P02_0933,Inductive Biases for Zero-shot Systematic Generalization in Language-informed Reinforcement Learning,2025,,2501.15270v1,http://arxiv.org/abs/2501.15270v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0933_Dijujin_2025.pdf
P02_0936,"A Minimalist Dataset for Systematic Generalization of Perception, Syntax, and Semantics",2021,,2103.01403v3,http://arxiv.org/abs/2103.01403v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0936_Li_2021.pdf
P02_0938,Towards Systematic Generalization for Power Grid Optimization Problems,2026,,2605.02026v1,http://arxiv.org/abs/2605.02026v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0938_Memon_2026.pdf
P02_0941,Challenges in Generalization in Open Domain Question Answering,2021,,2109.01156v3,http://arxiv.org/abs/2109.01156v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0941_Liu_2021.pdf
P02_0942,Scale Up Strategically: Learning Compositional Generalization via Bias-Aware Evaluation and Data Collection for Robotic Manipulation,2026,,2607.21582v1,http://arxiv.org/abs/2607.21582v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0942_Qi_2026.pdf
P02_0946,ATOM-Bench: A Real-World Benchmark for Atomic Skills and Compositional Generalization in Manipulation Policies,2026,,2606.16826v1,http://arxiv.org/abs/2606.16826v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0946_Wu_2026.pdf
P02_0957,Low-Frequency Shortcuts in Texture-Driven Visual Learning,2026,,2606.03493v1,http://arxiv.org/abs/2606.03493v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0957_irin_2026.pdf
P02_0964,Compositional Generalization in Spoken Language Understanding,2023,,2312.15815v1,http://arxiv.org/abs/2312.15815v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0964_Ray_2023.pdf
P02_0985,Point-SRA: Self-Representation Alignment for 3D Representation Learning,2026,,2601.01746v1,http://arxiv.org/abs/2601.01746v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0985_Wei_2026.pdf
P02_1078,Adversarial Image Alignment and Interpolation,2017,,1707.00067v1,http://arxiv.org/abs/1707.00067v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_1078_Jain_2017.pdf
P02_1122,A model to assess customer alignment through customer experience concepts,2019,,1905.02356v3,http://arxiv.org/abs/1905.02356v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_1122_Munoz_2019.pdf
P02_1128,Intelligent Angle Map-based Beam Alignment for RIS-aided mmWave Communication Networks,2024,,2410.23919v1,http://arxiv.org/abs/2410.23919v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_1128_Xia_2024.pdf
P02_1141,Deep Unfolding Network with Spatial Alignment for multi-modal MRI reconstruction,2023,,2312.16998v2,http://arxiv.org/abs/2312.16998v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_1141_Zhang_2023.pdf
P02_1144,Aleena: Alignment Agent for Research Software Engineering Collaborations,2026,,2607.08043v1,http://arxiv.org/abs/2607.08043v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_1144_Dani_2026.pdf
P02_1172,Learning to optimize: a primer and a benchmark,2022,,,,Uncertain,unavailable,,
P02_1173,Proceedings of the 2025 International Conference on Multimedia Retrieval,2025,,,,Uncertain,unavailable,,
P02_1175,Proceedings of the 2024 International Conference on Multimedia Retrieval,2024,,,,Uncertain,unavailable,,
P02_1176,Proceedings of the 2026 ACM Workshop on Information Hiding and Multimedia Security,2026,,,,Uncertain,unavailable,,
P02_1177,"Proceedings of the 2026 5th International Conference on Networks, Communications and Information Technology",2026,,,,Uncertain,unavailable,,
P02_1178,"Proceedings of the 17th ACM International Conference on Bioinformatics, Computational Biology and Health Informatics",2026,,,,Uncertain,unavailable,,
P02_1179,"Proceedings of the 13th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation",2026,,,,Uncertain,unavailable,,
P02_1180,Proceedings of the 2024 2nd International Conference on Internet of Things and Cloud Computing Technology,2024,,,,Uncertain,unavailable,,
P02_1181,"Proceedings of the 2026 5th International Conference on Big Data, Information and Computer Network",2026,,,,Uncertain,unavailable,,
P02_1182,Proceedings of the 2025 6th International Conference on Computer Science and Management Technology,2025,,,,Uncertain,unavailable,,
P02_1183,"Proceedings of the 2022 5th International Conference on Algorithms, Computing and Artificial Intelligence",2022,,,,Uncertain,unavailable,,
P02_1184,"Proceedings of the 5th International Conference on Computer, Artificial Intelligence and Control Engineering",2026,,,,Uncertain,unavailable,,
P02_1185,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,2025,,,,Uncertain,unavailable,,
P02_1186,"Proceedings of the 2026 5th International Conference on Cryptography, Network Security and Communication Technology",2026,,,,Uncertain,unavailable,,
P02_1187,Proceedings of the 7th ACM International Conference on Multimedia in Asia,2025,,,,Uncertain,unavailable,,
P02_1188,Proceedings of the Third International Conference on AI-ML Systems,2023,,,,Uncertain,unavailable,,
P02_1189,Proceedings of the 22nd ACM SIGGRAPH European Conference on Visual Media Production,2025,,,,Uncertain,unavailable,,
P02_1190,Proceedings of the 12th International Symposium on Information and Communication Technology,2023,,,,Uncertain,unavailable,,
P02_1191,Proceedings of the 2025 11th International Conference on Communication and Information Processing,2025,,,,Uncertain,unavailable,,
P02_1192,Proceedings of the 32nd ACM International Conference on Multimedia,2024,,,,Uncertain,unavailable,,
P02_1193,Proceedings of the 2024 International Conference on Generative Artificial Intelligence and Information Security,2024,,,,Uncertain,unavailable,,
P02_1194,Proceedings of the 2025 6th International Conference on Big Data Economy and Information Management,2025,,,,Uncertain,unavailable,,
P02_1195,Proceedings of the 2023 15th International Conference on Machine Learning and Computing,2023,,,,Uncertain,unavailable,,
P02_1196,Proceedings of the 2026 ACM Sustainability Week,2026,,,,Uncertain,unavailable,,
P02_1197,Proceedings of the 6th Joint International Conference on Data Science &amp; Management of Data (10th ACM IKDD CODS and 28th COMAD),2023,,,,Uncertain,unavailable,,
P02_1198,"Proceedings of the 2025 2nd International Conference on Image Processing, Intelligent Control and Computer Engineering",2025,,,,Uncertain,unavailable,,
P02_1199,Proceedings of the 2024 8th International Conference on Natural Language Processing and Information Retrieval,2024,,,,Uncertain,unavailable,,
P02_1200,Proceedings of the 2026 ACM/IEEE International Conference on Embedded Artificial Intelligence and Sensing Systems,2026,,,,Uncertain,unavailable,,
P02_1201,Proceedings of the 2024 16th International Conference on Machine Learning and Computing,2024,,,,Uncertain,unavailable,,
P02_1202,Proceedings of the Fourth ACM International Conference on AI in Finance,2023,,,,Uncertain,unavailable,,
P02_1203,Proceedings of the 2024 5th International Conference on Computer Science and Management Technology,2024,,,,Uncertain,unavailable,,
P02_1204,Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,2024,,,,Uncertain,unavailable,,
P02_1205,Proceedings of the ACM on Web Conference 2025,2025,,,,Uncertain,unavailable,,
P02_1206,Proceedings of the 2026 2nd International Conference on Digital Education and Information Technology,2026,,,,Uncertain,unavailable,,
P02_1207,Proceedings of the 31st ACM International Conference on Advances in Geographic Information Systems,2023,,,,Uncertain,unavailable,,
P02_1208,Proceedings of the 5th ACM International Conference on AI in Finance,2024,,,,Uncertain,unavailable,,
P02_1209,Proceedings of the 2026 International Conference on Multimedia Retrieval,2026,,,,Uncertain,unavailable,,
P02_1210,Proceedings of the 2024 5th International Symposium on Artificial Intelligence for Medicine Science,2024,,,,Uncertain,unavailable,,
P02_1211,Proceedings of the 17th ACM Conference on Recommender Systems,2023,,,,Uncertain,unavailable,,
P02_1212,Proceedings of the 6th ACM International Conference on Multimedia in Asia,2024,,,,Uncertain,unavailable,,
P02_1213,Proceedings of the 7th Joint International Conference on Data Science &amp; Management of Data (11th ACM IKDD CODS and 29th COMAD),2024,,,,Uncertain,unavailable,,
P02_1214,Proceedings of the 17th ACM International Conference on Web Search and Data Mining,2024,,,,Uncertain,unavailable,,
P02_1215,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,2024,,,,Uncertain,unavailable,,
P02_1216,Proceedings of the 2024 ACM Workshop on Information Hiding and Multimedia Security,2024,,,,Uncertain,unavailable,,
P02_1217,Proceedings of the 48th International ACM SIGIR Conference on Research and Development in Information Retrieval,2025,,,,Uncertain,unavailable,,
P02_1218,Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Conference Papers,2026,,,,Uncertain,unavailable,,
P02_1219,Proceedings of the Companion Conference on Genetic and Evolutionary Computation,2023,,,,Uncertain,unavailable,,
P02_1220,Proceedings of the 2025 15th International Conference on Communication and Network Security,2025,,,,Uncertain,unavailable,,
P02_1221,Proceedings of the Genetic and Evolutionary Computation Conference Companion,2024,,,,Uncertain,unavailable,,
P02_1222,Proceedings of the 18th ACM Conference on Recommender Systems,2024,,,,Uncertain,unavailable,,
P02_1223,Companion Proceedings of the Web Conference 2022,2022,,,,Uncertain,unavailable,,
P02_1224,Proceedings of the 2025 ACM Workshop on Information Hiding and Multimedia Security,2025,,,,Uncertain,unavailable,,
P02_1225,Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,2023,,,,Uncertain,unavailable,,
P02_1226,Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering,2022,,,,Uncertain,unavailable,,
P02_1227,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,2024,,,,Uncertain,unavailable,,
P02_1228,Proceedings of the 30th International Conference on Intelligent User Interfaces,2025,,,,Uncertain,unavailable,,
P02_1229,Proceedings of the 2026 ACM Secure Development Conference,2026,,,,Uncertain,unavailable,,
P02_1230,"Proceedings of the 21st Annual International Conference on Mobile Systems, Applications and Services",2023,,,,Uncertain,unavailable,,
P02_1231,Proceedings of the ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2024,,,,Uncertain,unavailable,,
P02_1233,Proceedings of the 23rd International Conference on Autonomous Agents and Multiagent Systems,2024,,,,Uncertain,unavailable,,
P02_1234,Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing,2023,,,,Uncertain,unavailable,,
P02_1235,Proceedings of the SIGGRAPH Asia 2025 Conference Papers,2025,,,,Uncertain,unavailable,,
P02_1236,SIGGRAPH Asia 2024 Conference Papers,2024,,,,Uncertain,unavailable,,
P02_1237,Proceedings of the Fifth International Conference on Distributed Artificial Intelligence,2023,,,,Uncertain,unavailable,,
P02_1238,Proceedings of the 2025 ACM SIGSAC Conference on Computer and Communications Security,2025,,,,Uncertain,unavailable,,
P02_1240,Proceedings of the IEEE/ACM 48th International Conference on Software Engineering: Software Engineering in Practice,2026,,,,Uncertain,unavailable,,
P02_1241,Proceedings of the ACM Asia Conference on Computer and Communications Security,2026,,,,Uncertain,unavailable,,
P02_1242,The World Wide Web Conference,2019,,,,Uncertain,unavailable,,
P02_1243,Proceedings of the Genetic and Evolutionary Computation Conference,2024,,,,Uncertain,unavailable,,
P02_1244,"Proceedings of the 2026 ACM Conference on Fairness, Accountability, and Transparency",2026,,,,Uncertain,unavailable,,
P02_1245,Proceedings of the 19th ACM Asia Conference on Computer and Communications Security,2024,,,,Uncertain,unavailable,,
P02_1246,Optimal locally private nonparametric classification with public data,2024,,,,Uncertain,unavailable,,
P02_1247,"Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transparency",2024,,,,Uncertain,unavailable,,
P02_1248,"Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",2023,,,,Uncertain,unavailable,,
P02_1249,Proceedings of the 19th International Conference on the Foundations of Digital Games,2024,,,,Uncertain,unavailable,,
P02_1250,Proceedings of the 2026 Designing Interactive Systems Conference,2026,,,,Uncertain,unavailable,,
P02_1329,"4th Conference on Lifelong Learning Agents, CoLLAs 2025",2025,,,https://www.scopus.com/pages/publications/105039413569?origin=resultslist,Uncertain,unavailable,,
P02_1339,TOWARDS ROBUST OUT-OF-DISTRIBUTION GENERALIZATION BOUNDS VIA SHARPNESS,2024,,,https://www.scopus.com/pages/publications/85200608839?origin=resultslist,Uncertain,unavailable,,
P02_1388,"14th National CCF Conference on Natural Language Processing and Chinese Computing, NLPCC 2025",2026,,,https://www.scopus.com/pages/publications/105025895730?origin=resultslist,Uncertain,unavailable,,
P02_1389,Weight Space Correlation Analysis: Quantifying Feature Utilization in Deep Learning Models,2026,,,https://www.scopus.com/pages/publications/105040248049?origin=resultslist,Uncertain,unavailable,,
P02_1407,"*SEM 2022 - 11th Joint Conference on Lexical and Computational Semantics, Proceedings of the Conference",2022,,,https://www.scopus.com/pages/publications/85139127779?origin=resultslist,Uncertain,unavailable,,
